meanSpecCentroid,stdSpecCentroid,meanSpecBandwidth,stdSpecBandwidth,meanSpecContrast,stdSpecContrast,meanSpecRollof,stdSpecRollof,meanSpecFlux,stdSpecFlux,meanZCR,stdZCR,meanTempo,stdTempo,meanMFCC_01,stdMFCC_01,meanMFCC_02,stdMFCC_02,meanMFCC_03,stdMFCC_03,meanMFCC_04,stdMFCC_04,meanMFCC_05,stdMFCC_05,meanMFCC_06,stdMFCC_06,meanMFCC_07,stdMFCC_07,meanMFCC_08,stdMFCC_08,meanMFCC_09,stdMFCC_09,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,meanChromaSTFT_01,stdChromaSTFT_01,meanChromaSTFT_02,stdChromaSTFT_02,meanChromaSTFT_03,stdChromaSTFT_03,meanChromaSTFT_04,stdChromaSTFT_04,meanChromaSTFT_05,stdChromaSTFT_05,meanChromaSTFT_06,stdChromaSTFT_06,meanChromaSTFT_07,stdChromaSTFT_07,meanChromaSTFT_08,stdChromaSTFT_08,meanChromaSTFT_09,stdChromaSTFT_09,meanChromaSTFT_10,stdChromaSTFT_10,meanChromaSTFT_11,stdChromaSTFT_11,meanChromaSTFT_12,stdChromaSTFT_12,meanMelScale_01,stdMelScale_01,meanMelScale_02,stdMelScale_02,meanMelScale_03,stdMelScale03,meanMelScale_04,stdMelScale_04,meanMelScale_05,stdMelScale_05,meanMelScale_06,stdMelScale_06,meanMelScale_07,stdMelScale_07,meanMelScale_08,stdMelScale_08,meanMelScale_09,stdMelScale_09,meanMelScale_10,stdMelScale_10,meanTonnetz_01,stdTonnetz_01,meanTonnetz_02,stdTonnetz_02,meanTonnetz_03,stdTonnetz_03,meanTonnetz_04,stdTonnetz_04,meanTonnetz_05,stdTonnetz_05,meanTonnetz_06,stdTonnetz_06,genre,praiseKeyWord,thanksgivingKeyWord,worshipKeyWord,feekbackKeyWord,sentiments,nsList,vnList,anList,aList,vList,nList,type,file_path,song_name,upload_time,lyrics
910.5064659,1393.171517,674.235206,824.1848584,27.07041754,8.123644955,1370.598348,2393.60934,0.756636858,1.824949741,0.075028031,0.131258585,129.1992188,0,-486.3972168,78.28250122,173.019104,66.83872986,43.02511215,32.13875961,-9.016997337,12.97401047,-12.3489809,13.59220791,-11.5106287,12.35593891,-5.703903675,9.24225235,-11.13732243,11.44812107,-25.88201141,13.52039337,-26.38907814,11.05567074,-26.13647842,10.99213028,-28.71699142,11.25068188,-21.68136215,11.61652851,0.113651805,0.249998048,0.096549667,0.259291381,0.21141538,0.272439539,0.518223882,0.378201604,0.436602861,0.336743355,0.216264352,0.182605028,0.408979058,0.401657403,0.190721199,0.185196117,0.286200196,0.368117869,0.175675929,0.295551538,0.132505029,0.226436138,0.219700933,0.307216346,-49.63611221,7.573852062,-44.61487198,8.645776749,-37.31575394,11.41991138,-35.66152573,11.71341705,-16.43392754,20.63734436,-6.202755928,25.09156036,-10.06029797,22.66906738,-27.67099762,14.89616013,-14.00992966,23.05151558,-12.87736988,22.91992188,-0.034986897,0.406189336,-0.342307144,0.189344361,0.296621463,0.274863865,0.116606516,0.407350844,-0.008999591,0.085307086,0.074816341,0.240686317,1,0,0.2,0.4,0.4,0.696009702,0,0.033333333,0,0.133333333,0.6,0.233333333,信靠,media/train_music/song_2CJQi73.mp3,勇敢走出去,1/11/2021 1:17,"
 我並不完美 也並不特別
而祢卻是為我捨棄生命的主
我時常軟弱 有時會迷惑
但祢是道路真理和生命


主祢要往哪裡走 我就跟祢走
領我走到世界盡頭 一生不再回頭
讓世界聽到我們敬拜 我們的禱告
讓復興從我們開始 將主愛帶到人群中


縱然有許多的問題 我也不放棄
祢大能賜給我勇氣 我會勇敢走出去"
706.0084416,208.8883221,1418.156823,228.8867429,21.28534556,5.889810659,887.2477214,688.5327469,0.902020216,0.454976618,0.023335775,0.007652454,123.046875,0,-398.4002075,93.18245697,154.4004974,28.59433937,38.22531128,21.90156174,34.1363945,7.84721756,12.92829514,6.133049011,14.75174046,5.025678635,2.218505859,5.187251091,-0.145593151,4.202785492,-4.444811344,3.945439339,-7.427831173,4.305872917,-6.030297279,4.746675014,-5.126075268,4.082386971,-11.7830286,5.713972569,0.126429364,0.102559008,0.460067898,0.311309278,0.191448674,0.122157484,0.034505986,0.044675268,0.060841709,0.051387515,0.278067172,0.088383302,0.906553507,0.226626575,0.443099707,0.129973307,0.073551245,0.073704734,0.02762006,0.072155148,0.046423905,0.113614552,0.029843425,0.077316917,-22.77628136,11.33075142,-18.80573463,10.22489643,0.188370883,10.6559639,1.519136667,10.75718498,-2.415026665,11.1824646,-1.103992224,10.46785355,8.303925514,11.4245863,2.733141184,10.94511127,-20.99815178,13.81888294,-1.310479641,11.89835644,-0.101533278,0.041997916,-0.633012192,0.129195965,-0.204679303,0.07060168,-0.48839489,0.102157869,0.100620848,0.028543153,0.168850939,0.059686973,0,0,0.2,0.6,0.2,0.905624148,0,0.045454545,0,0,0.409090909,0.545454545,信靠,media/train_music/song_nDzD5LG.mp3,開路者,1/11/2021 1:17," 

祢同在 在這裡運行

我敬拜祢 我敬拜祢

祢同在 在這裡動工

我敬拜祢 我敬拜祢



  

祢是 開路者

行神蹟的神

信守應許

黑暗中光明

我神 這是祢我主



  

就是祢我主

           
   

祢同在 觸摸每顆心

我敬拜祢 我敬拜祢

祢同在 醫治每顆心

我敬拜祢 我敬拜祢

祢同在 改變人生命

我敬拜祢 我敬拜祢

祢同在 修復每顆心

我敬拜祢 我敬拜祢


       

在未看見時 祢仍然動工

在沒感覺時 祢仍然動工

祢不停止 祢不停止動工"
1503.151909,1523.191187,1310.206044,831.7445205,22.01779925,6.786082941,2121.668498,2650.314251,0.745809913,1.854951859,0.127728498,0.148460745,135.9991776,0,-487.1842041,106.036911,128.3391724,77.52566528,2.177760363,22.04535866,-20.15089226,15.34042454,-10.94956684,9.861387253,-2.594216824,7.555832863,8.592155457,12.81258011,9.628920555,12.86287594,3.970475674,6.686279297,2.028945684,4.972492218,4.625681877,10.49783039,2.80510211,10.70779705,-4.60449791,6.391223907,0.164782748,0.336995721,0.152028337,0.292539626,0.288749486,0.350716382,0.43965593,0.412393242,0.188332751,0.25184232,0.244665444,0.314071566,0.164580807,0.247628465,0.31886062,0.341508418,0.153098136,0.260499716,0.198851645,0.243069366,0.658047855,0.369680852,0.236707404,0.256150365,-31.74328423,14.80522251,-24.71507072,18.55268669,-23.85518074,19.95339775,-25.55441475,19.24477005,-29.7271862,17.05989647,-31.61197853,16.40700912,-31.23314667,17.36604691,-31.47690773,17.80369949,-32.27229309,18.59316063,-30.6037693,19.20684433,-0.119002416,0.139410546,0.135412294,0.117685861,0.115533704,0.110289197,-0.087716527,0.128221307,0.034080644,0.067761142,-0.021074058,0.045407675,4,0.153846154,0.307692308,0.230769231,0.307692308,0.987113807,0.058823529,0.029411765,0,0.088235294,0.441176471,0.382352941,仰望,media/train_music/song_gOlrFjw.mp3,奇妙恩典,1/11/2021 1:17," 
向我吹入氣息 向我顯明祢真理
        
向我傾倒祢話語 讓我能重新得力
          
祢說我屬於祢 祢說孩子我愛你
            
祢的靈吸引我心 進入祢的同在裡
         
 
 
我雖軟弱 祢的愛觸摸
        
牽我的手 在絕望時候
     
耶穌唯有祢是我 一生所追求 
        
 
 
奇妙恩典 何等甘甜
     
寶血洗淨污穢 將我生命贖回
          
眼未曾見 祢已預備
    
我心讚嘆敬畏 向祢獻上讚美
        "
1905.712317,1779.785837,1351.651365,871.0830317,22.43620697,8.628681201,3156.009928,2959.457001,0.902234137,1.575248837,0.155467846,0.174674226,143.5546875,0,-513.2555542,165.7057648,120.5012741,103.3669357,-37.44104385,34.32325363,-5.768354416,21.3422451,0.802420557,11.62203217,3.405997992,14.58778191,5.209312916,9.596992493,0.803482592,13.33264256,-13.35540295,11.36131382,-5.113228321,6.293323994,5.698134899,9.991943359,6.600310326,9.91662693,-2.16392684,6.257398129,0.269575298,0.324215591,0.403313071,0.394290626,0.250014842,0.325138897,0.356114149,0.277247995,0.821984589,0.289215386,0.343775511,0.253185421,0.211866796,0.294719458,0.208804771,0.311872154,0.236674383,0.305646896,0.21928519,0.305990934,0.22990635,0.309705794,0.398952842,0.386403441,-47.89611435,16.44636536,-40.55179214,19.49659538,-32.63627625,27.14656448,-32.08841324,28.28590012,-34.00143051,26.67433357,-28.83073807,32.49526596,-29.27559471,32.21160507,-32.33263779,29.9161644,-33.06638718,29.93874168,-35.74376678,28.03606224,0.212767846,0.203724384,-0.291755266,0.198342079,0.009448117,0.150376355,0.194626814,0.247044078,0.078308693,0.083958325,-0.048668015,0.08547127,1,0.166666667,0.5,0.333333333,0,0.999962471,0,0.105263158,0.026315789,0.052631579,0.710526316,0.105263158,尋求,media/train_music/song_QazPS7j.mp3,奮戰到底,1/11/2021 1:17,"
一直渴望 有一個家  
      
卻因害怕 徬徨掙扎
      
直到遇見祢 經歷祢 
        
帶領我 進入祢應許之地
      


    奮戰到底  
      
太奇妙太徹底 祢愛永無止盡    
       
無止盡就算世界 分崩離析
        
我仍要高舉祢 
     
祢就是我的勝利
    


在祢懷裡找到安息  
      
不再恐懼 不再逃避
     
完全接納我 擁抱我  
        
恢復我 完全潔淨我生命
      


    奮戰到底  
      
太奇妙太徹底  祢愛永無止盡  
       
無止盡就算世界 分崩離析
        
我仍要高舉祢 
     
祢就是我的勝利
    


         
受刑罰 受鞭傷 我復活的君王
       
我一生都要仰望 祢的十架
         
我全心感謝祢 使我回到祢的家
           "
1580.07224,1045.515726,1654.035122,755.9277265,21.13199657,9.054785962,3170.564779,1854.099459,1.694274902,4.05146265,0.071381746,0.104288153,161.4990234,0,-554.3613281,179.7483673,90.82969666,47.25207901,-22.22746658,15.17939281,31.33011055,17.30034637,1.005552173,7.730379581,15.80130863,9.801319122,-1.499068379,7.459137917,-9.73910141,7.741417885,-20.03498077,11.16282082,-7.555373669,7.540618896,-7.836539268,7.609774113,2.706617355,6.827178955,-2.342565298,6.174101353,0.098669372,0.209388152,0.204773054,0.255695075,0.404575199,0.348417044,0.216949582,0.241103038,0.133164003,0.226619646,0.187235147,0.23611404,0.508819282,0.399744123,0.669690788,0.355817556,0.305497348,0.210330337,0.175008476,0.226913005,0.131099835,0.214434385,0.099290237,0.209644914,-50.29260635,16.59395599,-46.95835114,17.95101547,-33.82403946,23.39103699,-28.03898621,26.46720886,-34.00525665,23.49003601,-47.73544693,17.22107124,-36.66624451,22.32607079,-31.24643898,24.25222015,-37.90862274,22.12454033,-38.07571793,21.0252552,0.157672905,0.112783302,0.092476689,0.079857077,0.078542458,0.139078925,-0.1083417,0.097455723,0.03238146,0.043305726,-0.003154709,0.031080945,4,0.4,0.4,0.1,0.1,0.991112071,0.071428571,0,0,0,0.535714286,0.392857143,讚美,media/train_music/song_ObWvt0t.mp3,選擇來讚美,1/11/2021 1:17,"
我禱告 就像我已得著
     
讚美在 逆境中獻上
   
我感謝 祢拯救的一切
        
讚嘆是 對祢的回應
       


   常常的喜樂
                          
   凡事要謝恩
                           
   不住的禱告
                          
   大聲來宣告
                           


我要唱 可以再大聲一點
      
我拍手 震碎仇敵下顎
     
我跳躍 用盡所有的力氣
      
我宣告 應許成就
   


要憑信心 不是憑感覺
      
現在要選擇來 喜樂讚美
         
要憑信心 不是憑感覺
      
現在要選擇來 喜樂讚美
         

     
     "
3524.71905,583.6376224,2668.287641,186.3246214,20.10793866,7.382612188,6661.58549,792.743341,1.167380452,0.66878587,0.220954047,0.070062247,129.1992188,0,-231.042511,72.32515717,40.63232422,23.08642387,-15.16128349,13.05453587,21.82102394,10.7378006,-8.707232475,9.302424431,13.35801411,6.626688957,-6.277318954,6.83244276,0.227738634,7.419881344,-10.54147816,7.744039536,-1.838834882,6.665145874,-8.997001648,8.457867622,5.43730545,8.218596458,-2.867223501,7.197137833,0.281413823,0.227076963,0.460601002,0.318945169,0.525869727,0.326171905,0.37918967,0.250934511,0.459366411,0.36675328,0.238660321,0.178764462,0.200080022,0.185054615,0.183007345,0.132511973,0.305772364,0.19327563,0.511537671,0.367110819,0.313361019,0.216645002,0.236831531,0.190380335,-27.09913826,7.563988209,-16.96938133,8.323295593,-14.42113209,7.630839348,-15.09864044,8.378154755,-15.52697277,9.37856102,-16.53081894,10.56899548,-14.3474474,11.67483521,-9.475357056,12.17765999,-10.51378918,12.43743706,-14.17813015,11.04607296,0.113958194,0.078168265,-0.002501743,0.051036488,-0.087168937,0.08685822,-0.041528526,0.081874538,-0.001683619,0.037326841,0.005792415,0.029361089,5,0,0.2,0.4,0.4,0.999936274,0.043478261,0.02173913,0,0.02173913,0.456521739,0.456521739,尋求,media/train_music/song_AI2lRzE.mp3,都指向祢,1/11/2021 1:17," 
跳脫 這世界的節奏 
      
一切烏雲拋在腦後 
      
全心 開口向祢呼求 
       
愛像狂浪襲捲我
       

 
如今 我已不再是我 
      
神兒子在我裡面活
      
我要 用力張開雙手 
     
伸向有祢的天空
     


太陽 星宿 
   
祢創造整個宇宙 
    
祢卻回頭顧念我
     
說有 就有 
   
祢話語絕不落空 
     
還有更多
   


耶穌 所有預言都指向祢
      
恩典 拯救每個人的生命
      
我深知前方道路總有祢帶領
          
耶穌 所有見證都指向祢
     
宣告 得勝盼望永不止息
      
我決定一生跟隨祢 
      
到底
  "
1800.736057,1140.293129,2013.924503,759.1325731,21.86528377,6.883215075,3557.364909,2531.350357,0.96443218,1.560012221,0.087809245,0.075369687,143.5546875,0,-457.3143921,117.8466034,105.1610413,48.10032272,-0.919356465,18.88669014,20.43361855,8.906326294,14.35085583,15.0545187,8.423448563,7.07914114,-5.066907406,7.007758141,3.9171803,6.676985264,0.164031416,8.823573112,2.715109348,13.08247185,-2.225299597,11.13023567,-0.282305956,6.745601654,-11.9231205,8.916000366,0.365739852,0.273553997,0.300574422,0.324568361,0.313415676,0.366196364,0.350777805,0.387349278,0.16264239,0.180217102,0.213817224,0.179119959,0.545269132,0.354639202,0.207528427,0.168527991,0.156402394,0.247107789,0.227584064,0.324173301,0.363854915,0.267813683,0.60367769,0.365054727,-35.83893204,12.58343697,-24.783535,14.94163227,-22.38471985,16.10364342,-17.4034462,18.49847031,-16.27845955,19.98868942,-25.59677887,16.00476646,-21.34100533,18.12129593,-22.78134918,17.01306343,-19.28460312,19.87305641,-19.1376915,21.04566765,0.018433512,0.09414847,-0.26960303,0.209570481,0.188416534,0.170292556,-0.126939882,0.073774982,-0.059858465,0.059950768,0.013245331,0.052769012,1,0,0.142857143,0.428571429,0.428571429,0.568817187,0,0,0,0.1,0.55,0.35,仰望,media/train_music/song_kyfE9JG.mp3,親密時刻,1/11/2021 1:17,"在這親密時刻 慢慢我遇見了你
感動我的心 愛你的愛充滿我靈

在這安靜時刻 聽見溫柔的聲音
觸摸我的心 享受在你同在裡

我只要你 渴慕你
我決定一生都不離開你
我只要你
情願讓時間都過去 在每一天的開始

  等候你"
669.5370687,393.0297795,902.5004328,523.4803029,22.31901648,5.725725228,1041.768392,650.8046757,0.787920356,1.011835694,0.039537218,0.024137564,112.3471467,0,-447.6079712,162.5831757,140.4308777,81.43257141,-2.162430048,17.44108009,3.460127354,7.945247173,2.315637589,7.866889477,-0.973725438,6.819681644,-9.491490364,8.181173325,-7.265644073,8.177775383,-11.22350693,10.30045223,-9.249729156,8.677012444,-14.80983734,12.2931118,-9.610337257,8.848060608,-7.465095997,6.28840971,0.34639895,0.404178202,0.129027799,0.116912909,0.174985126,0.255077302,0.073797256,0.078157157,0.082821578,0.104193941,0.160333052,0.263291925,0.103944033,0.123635441,0.256000519,0.362230062,0.134442896,0.12751469,0.35305962,0.399998605,0.218937695,0.286000848,0.133978471,0.152824506,-40.23303986,15.59766579,-31.25815201,23.66370201,-28.54445076,25.33122253,-26.44915581,22.88702011,-23.44046783,24.4413929,-17.68178368,26.94358253,-18.23596954,25.81163979,-21.40460396,24.71167374,-19.75041771,25.80398941,-16.33274841,27.55767822,0.166384047,0.153699431,0.235740062,0.168698889,-0.022785413,0.179518685,-0.017247833,0.216755624,-0.011610347,0.084531628,-0.000199106,0.066307348,1,0,0.666666667,0.333333333,0,0.880097415,0,0.086956522,0,0.130434783,0.565217391,0.217391304,仰望,media/train_music/song_OuJEtep.mp3,在祢手中,1/11/2021 1:17," 
我願意將我全心交在祢手中
毫無保留  毫無保留
我願意將我全心交在祢手中
毫無保留  毫無保留

 
生命中一切全是祢所賜給我
賞賜在祢  收取在於祢

 
也許曾渴望擁有
但祢要我慢慢學習
放手  在每一分鐘
現在我已經不同
生命屬祢不屬於我
甘願  成為你手中美好的工作"
1621.434807,299.3394902,2034.464198,274.7030312,20.11337935,6.164188291,3316.960653,668.6272682,1.298565388,1.43148613,0.058688694,0.023243842,129.1992188,0,-121.2887039,67.24233246,121.1469193,15.98092461,-16.49600029,13.59835815,15.09763908,12.21351337,-5.653907299,8.306992531,7.016074657,6.907927513,2.06957984,6.19562149,11.32851696,6.319900513,3.88170433,5.81215477,5.557500839,5.585009098,-6.102597713,6.153135777,0.848385632,6.705894947,-2.588540792,6.938763618,0.349272341,0.243029892,0.299657792,0.207153007,0.426126748,0.342849553,0.287968844,0.225279018,0.271644264,0.296128899,0.223633409,0.216480449,0.288452178,0.276331156,0.364288658,0.31206733,0.307408929,0.220485687,0.431081921,0.353389621,0.339822054,0.21417442,0.520296752,0.385471374,-4.32754612,11.807971,11.62177658,11.64548016,14.08584499,12.14245319,8.26699543,12.37643719,10.86214161,10.48700619,6.479857445,11.40167713,-0.21186243,10.64560318,-0.16013138,9.732384682,0.507720113,9.073658943,4.478940487,10.10932922,0.085708133,0.040570587,-0.016871937,0.054257913,-0.001735257,0.043258044,0.029268679,0.060979422,-0.010071537,0.019814297,0.009050967,0.021774287,3,0.2,0.2,0.4,0.2,0.853805472,0,0.08,0,0,0.68,0.24,宣告,media/train_music/song_L3Pe6Ek.mp3,甦醒,1/11/2021 1:17,"黎明之際 盼望興起
我仰望你 宣告你名
讓我與你 心跳合一
就在這裡 與你同行

在我眼中有火 被你點燃
不羈的愛 燃燒起來
永恆的光 街頭綻放
更多更詳盡歌詞 在 ※ 　魔鏡歌詞網
你突破黑夜衝出來

你的愛一直都在
永遠不會離開
為了我 而存在
要點燃這個世代

你讓我甦醒 讓我甦醒
你的愛充滿我心
你的愛 你的愛 你的愛
到永遠 我知道"
2762.83583,1067.079488,2139.809943,624.9913477,22.13794059,8.723340429,5050.53304,1881.944566,1.411940575,1.638161898,0.178988987,0.091868181,117.4538352,0,-267.1644287,131.9504089,51.46511459,38.17862701,-35.15858841,25.04959869,-3.401501179,19.54700851,-30.49037361,19.13095284,-7.571270943,15.84733009,7.471597195,8.314116478,0.745056152,10.88767147,-15.26417351,12.74200058,15.2174139,10.64573956,5.316838741,10.15123653,-5.294999123,12.76604271,0.224105805,7.185261726,0.416559011,0.350049436,0.223185271,0.271586955,0.208615944,0.29612112,0.311063766,0.355914116,0.327885121,0.337372005,0.279082984,0.334583491,0.26393491,0.245732993,0.572650909,0.381743193,0.344391435,0.268661916,0.252923131,0.300213218,0.225845337,0.29323262,0.276290923,0.304678947,-31.10504341,16.63167572,-25.90299416,15.58355808,-27.23415756,15.31642914,-24.3694458,18.69466782,-21.20794487,18.16927719,-23.93353653,17.4012394,-25.6471405,17.57114601,-24.37604904,17.70952606,-20.57860565,15.35343742,-17.79494858,14.85352039,0.042302161,0.081111599,0.116472516,0.142528846,0.091142412,0.140679872,0.077456262,0.146594628,0.014235031,0.050214417,0.023315624,0.042424992,4,0.333333333,0.166666667,0.166666667,0.333333333,0.999971728,0.105263158,0.052631579,0.026315789,0.131578947,0.447368421,0.236842105,醫治,media/train_music/song_zLtsNHJ.mp3,活水江河,1/10/2021 14:55,"有一條江河 祢良善湧流
活水的泉源 將悲傷淹沒
祢愛像大海 使恐懼都挪走
復興的浪潮已來到

有一股熱流 攪動我的靈
讓天父的心 滿溢我生命
天堂的浪潮 澆灌在我心
復興的浪潮已來到

充滿 充滿
從天降下 我感受到
充滿 充滿
從天降下 我感受到

甦醒在活水的江河

將監門都打破 使被擄得自由
活水湧流 活水湧流 
湧流在我心中 
喜樂永不止息 我們跳舞歡慶
活水湧流 活水湧流 
湧流在我心中

活水湧流 活水湧流
湧流在我心中"
